,links,Grantee,Purpose,Amount,Program,Date,Overview
685,https://hewlett.org/grants/coalition-for-green-capital-for-general-operating-support-1/,Coalition for Green Capital,For General Operating Support,"$350,000",Environment,4/17/2017,"The Coalition for Green Capital works with states and other jurisdictions to identify obstacles to clean energy market growth, and helps set up financial mechanisms that deploy financing for renewable energy and energy efficiency projects. This grant will provide general operating support to the organization for carrying out its core functions, including helping states develop ""green banks"" — institutions that provide low-cost, long-term financing support for low-carbon projects — and leveraging public funds to attract private investment.  "
686,https://hewlett.org/grants/urban-habitat-program-for-the-equalizing-regional-planning-project-0/,Urban Habitat Program,For The Equalizing Regional Planning Project,"$140,000",Environment,4/10/2017,   
687,https://hewlett.org/grants/walk-san-francisco-foundation-for-general-operating-support-0/,Walk San Francisco Foundation,For General Operating Support,"$25,000",Environment,4/10/2017,   
688,https://hewlett.org/grants/partnership-on-sustainable-low-carbon-transport-for-support-of-the-transportation-decarbonization-alliance/,Partnership on Sustainable Low Carbon Transport,For Support Of The Transportation Decarbonization Alliance,"$200,000",Environment,4/7/2017,"With this project grant, the Partnership on Sustainable Low Carbon Transport will continue their work toward the implementation of the transportation components of the United Nations global agreements on climate and social equity: the Paris Climate Agreements (COP21) and the Sustainable Development Goals (SDGs). Through the Transportation Decarbonization Alliance, the partnership will facilitate a dialogue among sub-national authorities, multilateral development banks, and the private sector, with the intention of increasing ambition on transport-related measures to define and implement cost effective short-, medium-, and long-term plans to decarbonize the transport sector soon after 2050.  "
689,https://hewlett.org/grants/western-rivers-conservancy-for-the-southern-california-warm-water-rivers-project-0/,Western Rivers Conservancy,For The Southern California Warm-Water Rivers Project,"$200,000",Environment,4/7/2017,"The goal of the Southern California Warm-Water Rivers project is to secure protection for the Mojave and Santa Margarita rivers, which are important waterways in the California desert, providing critical habitat and biological diversity. The conservancy will work to permanently protect and restore the ecological integrity of the Mojave and Santa Margarita rivers through the acquisition and long-term stewardship of private landholdings along the rivers. Western Conservation"
690,https://hewlett.org/grants/berkeley-lab-foundation-for-support-of-lawrence-berkeley-national-labs-india-and-china-programs/,Berkeley Lab Foundation,For Support Of Lawrence Berkeley National Lab's India And China Programs,"$500,000",Environment,4/4/2017,"This grant will support the Lawrence Berkeley National Laboratory’s International Energy Studies Department (IES) in China and India. The IES assists countries and partners in identifying and utilizing clean energy resources and energy efficiency opportunities. With this grant, the IES will provide strategic, analytical, and technical assistance to various institutions in India to accelerate the deployment of more efficient and plug-in electric vehicles. In China, IES will support the Berkeley-Tsinghua Joint Research Center in reaching the ambitious greenhouse gas emission reduction commitments they made in the Paris Agreement at the United Nations COP21.  "
691,https://hewlett.org/grants/earth-island-institute-for-strategic-planning/,Earth Island Institute,For Strategic Planning,"$30,000",Environment,3/23/2017,   
692,https://hewlett.org/grants/walk-san-francisco-foundation-for-executive-search/,Walk San Francisco Foundation,For Executive Search,"$41,575",Environment,3/23/2017,   
693,https://hewlett.org/grants/greater-yellowstone-coalition-for-financial-training/,Greater Yellowstone Coalition,For Financial Training,"$25,000",Environment,3/23/2017,   
694,https://hewlett.org/grants/resources-legacy-fund-for-general-operating-support-5/,Resources Legacy Fund,For General Operating Support,"$6,850,000",Environment,3/20/2017,"This renewal grant will support the Resources Legacy Fund’s work to conserve and restore natural landscapes, rivers, open spaces, and parks in California and the western United States; develop new sources of conservation funding; and strengthen conservation policies. The Fund will employ sound research, communications with the public and the media, and decision-maker education as tools to support its objectives. Western Conservation"
695,https://hewlett.org/grants/bipartisan-policy-center-for-general-operating-support-1/,Bipartisan Policy Center,For General Operating Support,"$1,200,000",U.S. Democracy,3/20/2017,"With a general support grant from the William and Flora Hewlett Foundation, the Bipartisan Policy Center will advance its work to develop bipartisan solutions to America’s key policy challenges. Over the next two years, the center believes that there will be bipartisan opportunities to address our nation’s crumbling infrastructure, improve the tax code, and unleash innovation in medicine, clean energy, and entrepreneurship. There will also be a critical need for fact-based, constructive dialogue on divisive issues including immigration, climate change, and health policy. U.S. Democracy"
